reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
J031533200,https://www.jaquet-droz.com/en/watches/automata/the-charming-bird,,Jaquet Droz,,AUTOMATA,Charming Bird,,,,,,,,,18-carat red gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-carat red gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,18-carat red gold case Diameter 47 mm Height 1: 15.75 mm Height 2: 22.85 mm Individual limited serial number engraved on the case-back,,,,No,,"Hand-engraved and hand-painted white mother-of-pearl dial. 18-carat red gold ring, onyx hours and minutes subdial",,Rolled-edge hand-made black alligator leather strap with black alligator leather lining,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 15 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted white mother-of-pearl dial. Onyx subdial. 
18-carat red gold case and applied ring. 
Singing bird automaton movement, hand-winding mechanical movement and push-button automaton triggering mechanism. Sapphire whistle system. 
Hours and minutes self-winding movement. 
Power reserve of 38 hours. 
Diameter 47 mm. 
Numerus Clausus of 8. AUTOMATON Singing bird automaton movement, hand-winding mechanical movement and push-button automaton triggering mechanism. Sapphire whistle system. Hand-engraved platinum.",
J032534270,https://www.jaquet-droz.com/en/watches/automata/loving-butterfly-automaton-j032533275,,Jaquet Droz,,AUTOMATA,Loving Butterfly,,,,,,,,,18-karat white gold case Diameter Ø 43 mm Height 16.63 mm Individual limited serial number engraved on the case-back,,,18-karat white gold case Diameter Ø 43 mm Height 16.63 mm Individual limited serial number engraved on the case-back,,,18-karat white gold case Diameter Ø 43 mm Height 16.63 mm Individual limited serial number engraved on the case-back,,,,3 bar (30 meters),,"Black mother-of-pearl dial with 18-karat white gold decorations 18-karat white gold appliques of cherub, chariot and butterfly body Butterfly wings in 18-karat white gold Chariot wheel in 18-karat white gold",,Rolled-edge hand-made black alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2653 AT1, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, 22-karat white gold oscillating weight. 
Automaton with mechanism for moving the butterfly's wings and the wheel of the chariot, hand-winding automaton, with crown push-button triggering mechanism, triple barrel","Jaquet Droz 2653 AT1, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, 22-karat white gold oscillating weight. 
Automaton with mechanism for moving the butterfly's wings and the wheel of the chariot, hand-winding automaton, with crown push-button triggering mechanism, triple barrel",68 hours,"28,800 v.p.h",57 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Black mother-of-pearl dial with hand-engraved 18-karat white gold appliques. 
18-karat white gold case. 
Hand-winding mechanical automaton movement with push-button triggering mechanism moving the butterfly's wings and wheel of the chariot. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Numerus Clausus of 28.",
J032533271,https://www.jaquet-droz.com/en/watches/automata/loving-butterfly-automaton-j032533275,,Jaquet Droz,,AUTOMATA,Loving Butterfly,,,,,,,,,Diameter Ø 43 mm Height 16.63 mm Individual limited serial number engraved on the case-back,,,Diameter Ø 43 mm Height 16.63 mm Individual limited serial number engraved on the case-back,,,Diameter Ø 43 mm Height 16.63 mm Individual limited serial number engraved on the case-back,,,,To 3 bar (30 meters),,"Meteorite dial with 18-karat red gold appliques Black onyx hour circle 18-karat gold appliques of cherub, chariot and butterfly body Butterfly wings in 18-karat red gold Chariot wheel in 18-karat red gold",,Rolled-edge hand-made black alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2653 AT1, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, 22-karat red gold oscillating weight. 
Automaton with mechanism for moving the butterfly's wings and the wheel of the chariot, hand-winding automaton, with crown push-button triggering mechanism, triple barrel.
","Jaquet Droz 2653 AT1, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, 22-karat red gold oscillating weight. 
Automaton with mechanism for moving the butterfly's wings and the wheel of the chariot, hand-winding automaton, with crown push-button triggering mechanism, triple barrel.
",68 hours,"28,800 v.p.h",57 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Meteorite dial with hand-engraved 18-karat red gold appliques. 
18-karat red gold case. 
Hand-winding mechanical automaton movement with push-button triggering mechanism moving the butterfly's wings and wheel of the chariot. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Numerus Clausus of 28.",
J032534271,https://www.jaquet-droz.com/en/watches/automata/loving-butterfly-automaton-j032533275,,Jaquet Droz,,AUTOMATA,Loving Butterfly,,,,,,,,,18-karat white gold case set with 212 diamonds (0.68 carat). Diameter Ø 43 mm. Height 16.63 mm. Individual limited serial number engraved on the case-back. ,,,18-karat white gold case set with 212 diamonds (0.68 carat). Diameter Ø 43 mm. Height 16.63 mm. Individual limited serial number engraved on the case-back. ,,,18-karat white gold case set with 212 diamonds (0.68 carat). Diameter Ø 43 mm. Height 16.63 mm. Individual limited serial number engraved on the case-back. ,,,,To 3 bar (30 meters),,"Aventurine dial with 18-karat white gold decorations White mother-of-pearl hour circle 18-karat white gold appliques of cherub, chariot and butterfly body Butterfly wings in 18-karat white gold Chariot wheel in 18-karat white gold",,Rolled-edge hand-made blue alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2653 AT1, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, 22-karat white gold oscillating weight. 
Automaton with mechanism for moving the butterfly's wings and the wheel of the chariot, hand-winding automaton, with crown push-button triggering mechanism, triple barrel","Jaquet Droz 2653 AT1, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, flat bridges, 22-karat white gold oscillating weight. 
Automaton with mechanism for moving the butterfly's wings and the wheel of the chariot, hand-winding automaton, with crown push-button triggering mechanism, triple barrel",68 hours,"28,800 v.p.h",57 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Aventurine dial with hand-engraved 18-karat white gold appliques. 
18-karat white gold case set with 212 diamonds, total of 0.68 carat. 
Hand-winding mechanical automaton movement with push-button triggering mechanism moving the butterfly's wings and wheel of the chariot. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Numerus Clausus of 28.",
J032634270,https://www.jaquet-droz.com/en/watches/automata/magic-lotus-automaton-j032633270,,Jaquet Droz,,AUTOMATA,Magic Lotus,,,,,,,,,18-karat white gold case Diameter 43 mm Height 16.96 mm Individual limited serial number engraved on the case-back,,,18-karat white gold case Diameter 43 mm Height 16.96 mm Individual limited serial number engraved on the case-back,,,18-karat white gold case Diameter 43 mm Height 16.96 mm Individual limited serial number engraved on the case-back,,,,To 3 bar (30 meters),,"Hand-engraved and hand-painted white mother-of-pearl dial Black onyx subdial, 18-karat white gold applied ring Hand-engraved and hand-painted applied decoration in white mother-of-pearl and 18-karat white and yellow gold, lotus leaves in 18-karat white gold engraved and enamelled by hand Winter lotus set with 7 diamonds (0.005 carat), spring lotus set with a yellow sapphire (0.03 carat), autumn lotus set with a red briolette ruby (0.30 carat), a blue briolette sapphire (0.30 carat) and a yellow briolette sapphire (0.30 carat)",,Rolled-edge hand-made dark green alligator,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, hand-engraved flat bridges, hand-engraved 18-karat white gold oscillating weight Hand-wound mechanical automaton movement with push-button triggering mechanism animating pond, carp and lotus flower, double barrel","Jaquet Droz 2653 AT2, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, hand-engraved flat bridges, hand-engraved 18-karat white gold oscillating weight Hand-wound mechanical automaton movement with push-button triggering mechanism animating pond, carp and lotus flower, double barrel",68 hours,"28,800 v.p.h.",56 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted white mother-of-pearl dial, black onyx subdial.18-karat white gold case and applied ring. 
Hand-engraved and hand-painted applied decoration in 18-karat white and yellow gold. 
Hand-wound mechanical automaton movement with push-button triggering mechanism animating pond, carp and lotus flower. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 68 hours. 
Diameter 43 mm. 
Numerus Clausus of 28.",
J033034200,https://www.jaquet-droz.com/en/watches/automata/tropical-bird-repeater-j033033202,,Jaquet Droz,,AUTOMATA,Tropical Bird Repeater,,,,,,,,,Hand-engraved 18-karat white gold case Diameter 47 mm Height 18.95 mm Individual limited serial number engraved on the case-back,,,Hand-engraved 18-karat white gold case Diameter 47 mm Height 18.95 mm Individual limited serial number engraved on the case-back,,,Hand-engraved 18-karat white gold case Diameter 47 mm Height 18.95 mm Individual limited serial number engraved on the case-back,,,,No,,"Hand-engraved and hand-painted white mother-of-pearl dial White mother-of-pearl subdial Hand-engraved and hand-painted 18-karat white gold decoration Hand-engraved and hand-painted peacock, hummingbird and toucan Hand-painted dragonflies with Super-LumiNova®",,Rolled-edge hand-made dark green alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA89, minute repeater hand-winding mechanical movement, single barrel Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall.","Jaquet Droz RMA89, minute repeater hand-winding mechanical movement, single barrel Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall.",50 hours,"21,600 v.p.h",86 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted white mother-of-pearl dial, white mother-of-pearl subdial. 
Hand-engraved 18-karat white gold case and applied ring. 
Hand-engraved and hand-painted applied decoration in 18-karat white gold. 
Minute repeater, hand-winding mechanical movement. 
Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall. 
Power reserve of 50 hours. 
Diameter 47 mm. 
Numerus Clausus of 8.",
J033033206,https://www.jaquet-droz.com/en/watches/automata/tropical-bird-repeater-j033033202,,Jaquet Droz,,AUTOMATA,Tropical Bird Repeater,,,,,,,,,"Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats Diameter 47 mm Height 18.95 mm Pièce unique (unique piece) engraved on the case-backPièce unique gravé sur le fond du boîtier",,,"Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats Diameter 47 mm Height 18.95 mm Pièce unique (unique piece) engraved on the case-backPièce unique gravé sur le fond du boîtier",,,"Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats Diameter 47 mm Height 18.95 mm Pièce unique (unique piece) engraved on the case-backPièce unique gravé sur le fond du boîtier",,,,No,,"Hand-engraved and hand-painted tinted mother-of-pearl dial Subdial set with 180 baguette-cut diamonds, total of 1.80 carats Hand-engraved and hand-painted applied decoration in 18-karat red gold Hand-engraved and hand-painted peacock, hummingbird and toucan Hand-painted dragonflies with Super-LumiNova®",,Rolled-edge hand-made dark green alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA89, minute repeater, hand-wound mechanical movement, single barrel Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall","Jaquet Droz RMA89, minute repeater, hand-wound mechanical movement, single barrel Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall",50 hours,"21,600 v.p.h",86 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted tinted mother-of-pearl dial, subdial set with 180 baguette-cut diamonds, total of 1.80 carats. 
Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats 
Hand-engraved and hand-painted applied decoration in 18-karat red gold. 
Minute repeater, hand-wound mechanical movement. 
Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall. 
Power reserve of 50 hours. 
Diameter 47 mm. 
Unique piece.",
J033033205,https://www.jaquet-droz.com/en/watches/automata/tropical-bird-repeater-j033033202,,Jaquet Droz,,AUTOMATA,Tropical Bird Repeater,,,,,,,,,"Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats. Diameter 47 mm. Height 18.95 mm. Pièce unique (unique piece) engraved on the case-backPièce unique gravé sur le fond du boîtier. ",,,"Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats. Diameter 47 mm. Height 18.95 mm. Pièce unique (unique piece) engraved on the case-backPièce unique gravé sur le fond du boîtier. ",,,"Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats. Diameter 47 mm. Height 18.95 mm. Pièce unique (unique piece) engraved on the case-backPièce unique gravé sur le fond du boîtier. ",,,,No,,"Hand-engraved and hand-painted white mother-of-pearl dial. Subdial set with 180 baguette-cut diamonds, total of 1.80 carats. Hand-engraved and hand-painted applied decoration in 18-karat red gold. Hand-engraved and hand-painted peacock, hummingbird and toucan. Hand-painted dragonflies with Super-LumiNova®. ",,Rolled-edge hand-made dark green alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz RMA89, minute repeater hand-winding mechanical movement, single barrel. Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall. ","Jaquet Droz RMA89, minute repeater hand-winding mechanical movement, single barrel. Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall. ",50 hours,"21,600 v.p.h",86 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted white mother-of-pearl dial, subdial set with 180 baguette-cut diamonds, total of 1.80 carats. 
Hand-engraved 18-karat red gold case, set with 36 baguette-cut diamonds, total of 2.76 carats 
Hand-engraved and hand-painted applied decoration in 18-karat red gold. 
Minute repeater, hand-wound mechanical movement. 
Automaton animation with peacock, tropical leaves, hummingbird, toucan, dragonflies and waterfall. 
Power reserve of 50 hours. 
Diameter 47 mm. 
Unique piece.",
J032004220,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003200,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,,,,"18-carat white gold case set with 64 baguette-cut diamonds (1.72 carats), push-button set with 22 diamonds (0.035 carat), crown set with 9 diamonds (0.069 carat), hinge-pins set with 5 baguette-cut diamonds (0.39 carat)
Height 1: 12.76 mm
Height 2: 17.60 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 64 baguette-cut diamonds (1.72 carats), push-button set with 22 diamonds (0.035 carat), crown set with 9 diamonds (0.069 carat), hinge-pins set with 5 baguette-cut diamonds (0.39 carat)
Height 1: 12.76 mm
Height 2: 17.60 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 64 baguette-cut diamonds (1.72 carats), push-button set with 22 diamonds (0.035 carat), crown set with 9 diamonds (0.069 carat), hinge-pins set with 5 baguette-cut diamonds (0.39 carat)
Height 1: 12.76 mm
Height 2: 17.60 mm
Individual limited serial number engraved on the case-back
",,,,To 3 bar (30 meters),,"18-carat white gold, with 227 snow-set diamonds (0.65 carats). 
18-carat white gold butterfly applique, set with 54 blue sapphires (0.87 carats). 18-carat white gold ring, set with 82 diamonds (0.82 carats)
Small white mother-of-pearl dial under the flower with18-carat white gold ring.",,Rolled-edge hand-made dark blue alligator leather strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 615, self-winding mechanical movement, 
single barrel. Balance wheel with regulator screw and silicon spring. 
Platinum oscillating weight","Jaquet Droz 615, self-winding mechanical movement, 
single barrel. Balance wheel with regulator screw and silicon spring. 
Platinum oscillating weight",38 hours,"21,600 v.p.h.",29 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","18-carat white gold dial, set with diamonds
18-carat white gold applied butterfly applique, set with blue sapphires.
18-carat white gold case, set with diamonds.
Opening flower automaton movement. 18-carat white gold petals, engraved and enameled by hand. Briolette diamond swivels both ways.
Total number of gemstones: 151 baguette-cut diamonds, 383 brilliant-cut diamonds and 54 blue sapphires. Total carat weight: 6.31 carats.
Power reserve of 38 hours
Diameter 35 mm
Numerus Clausus of 8",
J032004270,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003200,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,,,,"18-carat white gold case, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat white gold case, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat white gold case, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,,To 3 bar (30 meters),,"White mother-of-pearl with structure. 18-carat white gold ring, set with 88 diamonds (0.11 carat). Small white mother-of-pearl dial under the flower with 18-carat white gold ring.",,Rolled-edge hand-made black alligator leather,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Mechanical opening flower automaton movement. 
18-carat white gold petals. Briolette pink sapphire (0.29 carat) swivels both ways. Automaton mechanism triggered directly by pressing a push-button at 2 o'clock. Animation length: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Mechanical opening flower automaton movement. 
18-carat white gold petals. Briolette pink sapphire (0.29 carat) swivels both ways. Automaton mechanism triggered directly by pressing a push-button at 2 o'clock. Animation length: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 24 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","White mother-of-pearl dial with sunray structure. 
18-karat white gold case and applied ring set with 114 
and 88 diamonds, total of 1.51 carats. 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
Hand-engraved petals in 18-karat white gold. 
Pink sapphire briolette, total of 0.29 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032003220,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003200,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,,,,"18-karat red gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"18-karat red gold dial with 353 snow-set diamonds, total of 1.38 carats 18-karat red gold applied ring set with 88 diamonds, total of 0.17 carat Small white mother-of-pearl dial under the flower and 18-karat red gold applied ring.",,Rolled-edge hand-made taupe alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.",29 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","18-karat red gold dial set with 353 diamonds, total of 1.38 carats. 
18-karat red gold case and applied ring set with 114 blue sapphires and 88 diamonds, buckle set with 47 diamonds, total of 1.61 carats (sapphires) and 0.64 carat (diamonds). 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
18-karat red gold skeleton petals. 
Diamond briolette, total of 0.24 carat. 
Self-winding mechanical hours and minutes movement.",
J032004221,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003200,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,,,,"18-karat white gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat white gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat white gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"18-karat white gold dial with 353 snow-set diamonds, total of 1.38 carats 18-karat white gold applied ring set with 88 diamonds, total of 0.17 carat Small white mother-of-pearl dial under the flower and 18-karat white gold applied ring.",,Rolled-edge hand-made dark blue alligator strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.",29 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","18-karat white gold dial set with 353 diamonds, total of 1.38 carats. 
18-karat white gold case and applied ring set with 114 blue sapphires and 88 diamonds, buckle set with 47 diamonds, total of 1.61 carats (sapphires) and 0.64 carat (diamonds). 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
18-karat white gold skeleton petals. 
Diamond briolette, total of 0.24 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032003271,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003200,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,,,,"18-carat red gold, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat red gold, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat red gold, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,,To 3 bar (30 meters),,"Domed white mother-of-pearl dial engraved in relief, with 18-karat red gold plates. 18-karat red gold applied ring, set with 88 diamonds (0.11 carat). Small engraved white mother-of-pearl dial under the flower and 18-karat red gold applied ring. ",,Rolled-edge hand-made white alligator,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Mechanical opening flower automaton movement. 
18-karat red gold petals. Rotation of a briolette diamond (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Mechanical opening flower automaton movement. 
18-karat red gold petals. Rotation of a briolette diamond (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 24 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Engraved white mother-of-pearl dial. 
18-karat red gold case set with 114 diamonds, total of 1.40 carats. 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
Hand-engraved petals in 18-karat red gold. 
Briolette diamond, 0.24 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032004201,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003200,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,,,,18-karat white gold case set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ,,,18-karat white gold case set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ,,,18-karat white gold case set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ,,,,To 3 bar (30 meters),,"Domed Grand Feu enamel dial. 18-karat white gold applied ring, set with 88 diamonds (0.11 carat). Small painted, rhodium-plated relief dial under the flower and 18-karat white gold applied ring. ",,Rolled-edge hand-made dark-blue alligator,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Mechanical opening flower automaton movement. 
18-karat white gold petals. Rotation of a briolette blue sapphire (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Mechanical opening flower automaton movement. 
18-karat white gold petals. Rotation of a briolette blue sapphire (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Movement 29 jewels, and automaton 24 jewels","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Grand Feu enamel dial. 
18-karat white gold case set with 114 diamonds, total of 1.40 carats. 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
Hand-engraved petals in 18-karat white gold. 
Briolette blue sapphire, total of 0.24 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J0135240021,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-skelet-one-tourbillon-j013523242,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet,,,,,,,,,18-karat white gold case. Diameter 41 mm. Height 13.36 mm. ,,,18-karat white gold case. Diameter 41 mm. Height 13.36 mm. ,,,18-karat white gold case. Diameter 41 mm. Height 13.36 mm. ,,,,To 3 bar (30 meters),,Sapphire dial and blue sapphire base. Indexes and dial fixing axes in 18-karat white gold. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Transparent sapphire dial and blue sapphire base. 
18-karat white gold case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 41 mm.",
